ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,ZIP_NO,GID_CD,FCLTY_LO,FCLTY_LA,LC_LO,LC_LA,FCLTY_ID,OPNNG_YEAR,ADTION_DC,FCLTY_SEAT_CO,PRFPLC_CO,TEL_NO,HMPG_ADDR,FCLTY_SEAT_CO,PBLPRFR_CAS_CO,RASNG_CUTIN_CAS_CO,VIEWNG_CAS_CO,ADVANTK_CAS_CO,PRVATE_PUBLIC_AT,UPDT_DT,ORIGIN_NM,FILE_NM,BASE_DE
KCWKPRF22N000000287,문화시설,공연장,명주예술마당,강원도,강릉시,4215010300,명주동,4215052000,중앙동,4.22E+11,강원도 강릉시 경강로2021번길 9-1 (명주동),25535,마사224732,128.8898121,37.7504033,1122437.233,1973216.548,FC001861,2016,공공(기타),164,1,,,164,0,0,0,0,공공(기타),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000288,문화시설,공연장,모두누림센터,경기도,화성시,4159026221,남양읍 남양리,4159026200,남양읍,2.65E+11,경기도 화성시 남양읍 시청로 155,18274,다사404113,126.8286672,37.1989033,940423.0283,1911333.735,FC001174,2017,공공(문예회관),392,1,031-357-5238,http://art.hcf.or.kr/subpage/index/504,392,7,7,8,902,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000289,문화시설,공연장,모차르트홀,서울특별시,서초구,1165010800,서초동,1165053000,서초3동,1.17E+11,서울특별시 서초구 명달로 104 (서초동),6668,다사561431,127.0045249,37.4864167,956196.8443,1943134.62,FC000118,2004,민간(대학로 외),201,1,02-3472-8222,http://www.mozarthall.co.kr/,201,7,7,7,94,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000290,문화시설,공연장,목포문화예술회관,전라남도,목포시,4611015900,용해동,4611075000,이로동,4.61E+11,전라남도 목포시 남농로 102 (용해동),58699,다라011447,126.4189757,34.7922313,901103.985,1644720.065,FC002361,1997,공공(문예회관),698,1,,,698,4,4,6,958,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000291,문화시설,공연장,목포시민문화체육센터,전라남도,목포시,4611016400,옥암동,4611079000,옥암동,4.61E+11,전라남도 목포시 부주로 312 (옥암동),58672,다라027468,126.4367126,34.8119114,902749.8062,1646885.246,FC001958,2004,공공(문예회관),2057,3,061-270-8376,http://art.mokpo.go.kr/,2057,14,14,36,9799,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000292,문화시설,공연장,무안승달문화예술회관,전라남도,무안군,4684025024,무안읍 교촌리,4684025000,무안읍,4.68E+11,전라남도 무안군 창포로 8,58526,다라061666,126.4720301,34.9903347,906183.279,1666638.839,FC000062,2001,공공(문예회관),652,2,,,652,0,0,0,0,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000293,문화시설,공연장,문경문화예술회관,경상북도,문경시,4728010100,점촌동,4728058000,점촌2동,1.12E+11,경상북도 문경시 신흥로 85 (점촌동),36948,라바624438,128.1977795,36.5900385,1062417.851,1843807.127,FC002730,1993,공공(문예회관),1134,2,054-550-8949,http://www.gbmg.go.kr/open.content/mgculture/,1134,11,11,13,2619,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000294,문화시설,공연장,문경새재,경상북도,문경시,4728025030,문경읍 상초리,4728025000,문경읍,4.14E+11,경상북도 문경시 문경읍 새재로 932,36919,라바514627,128.0769892,36.7616034,1051498.309,1862766.965,FC001439,2002,공공(기타),310,1,,,310,0,0,0,0,공공(기타),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000295,문화시설,공연장,문산행복센터,경기도,파주시,4148025023,문산읍 선유리,4148025000,문산읍,1.11E+11,경기도 파주시 문산읍 통일로 1680,10813,다사376843,126.7910155,37.8567514,937631.7711,1984343.279,FC001345,2011,공공(문예회관),563,2,031-950-1800,https://pajucf.or.kr:446/munsan/facility.php,563,3,3,5,477,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000296,문화시설,공연장,문예정터,광주광역시,동구,2911010900,계림동,2911056000,계림1동,2.91E+11,광주광역시 동구 중흥로209번길 8 (계림동),61419,다라468852,126.916857,35.1607046,946891.1718,1685205.451,FC002625,1989,민간(대학로 외),100,1,,,100,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000297,문화시설,공연장,문학시어터,인천광역시,미추홀구,2817710700,문학동,2817771000,문학동,2.81E+11,인천광역시 남구 매소홀로 618 (문학동),22234,다사280377,126.6864606,37.4365452,928029.7482,1937797.126,FC001867,2010,공공(기타),144,1,032-433-3777,http://blog.daum.net/_blog/BlogTypeMain.do?blogid=0edQB,144,5,5,13,295,공공(기타),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000298,문화시설,공연장,문화공간 새벽(구. 연극창고 새벽),충청북도,청주시,4311210700,수곡동,4311258000,수곡2동,4.18E+11,충청북도 청주시 서원구 수곡로 34 (수곡동) 두진백로A상가 지하,28696,다바976463,127.4741951,36.6153024,997692.4664,1846383.289,FC001620,2007,민간(대학로 외),108,1,,,108,1,1,1,5,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000299,문화시설,공연장,문화공간 엘림홀,서울특별시,종로구,1111016800,동숭동,1111064000,이화동,1.11E+11,서울특별시 종로구 이화장길 94 (동숭동),3088,다사563534,127.0051472,37.5794922,956306.1946,1953460.531,FC001398,2007,민간(대학로),230,1,,,230,0,0,0,0,민간(대학로),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000300,문화시설,공연장,문화공간 예술텃밭,강원도,화천군,4279025025,화천읍 신읍리,4279025000,화천읍,4.28E+11,강원도 화천군 화천읍 노신로 274,24113,라아175149,127.6997193,38.1344136,1017502.776,2014932.476,FC000564,2016,민간(대학로 외),600,2,,,600,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000301,문화시설,공연장,문화비축기지,서울특별시,마포구,1144012500,성산동,1144073000,성산2동,1.14E+11,서울특별시 마포구 증산로 87 (성산동),3914,다사465525,126.8950314,37.5703467,946576.7288,1952502.79,FC001645,,공공(기타),11180,6,02-376-8410,http://parks.seoul.go.kr/template/sub/culturetank.do,11180,2,2,18,307,공공(기타),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000302,문화시설,공연장,문화예술전용극장CT,대구광역시,중구,2711011700,남일동,2711056500,성내1동,2.61E+11,대구광역시 중구 중앙대로 394 (남일동),41937,라마987640,128.593973,35.8683261,1098762.727,1764081.517,FC002583,2007,민간(대학로 외),270,1,053-252-5733,http://cafe.daum.net/artCT,270,4,3,68,2174,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000303,문화시설,공연장,문희정아트홀,경상남도,진주시,4817013700,충무공동,4817075000,충무공동,4.82E+11,경상남도 진주시 에나로77번길 12 (충무공동),52851,라라580871,128.1378734,35.1782375,1058080.911,1687180.466,FC002682,2018,민간(대학로 외),100,1,,,100,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000304,문화시설,공연장,미리내 마술극장,경기도,수원시,4111512200,팔달로3가,4111574000,행궁동,4.11E+11,경기도 수원시 팔달구 정조로 767-8 (팔달로3가),16261,다사571198,127.0161079,37.276644,957101.5307,1919856.804,FC000453,2015,민간(대학로 외),100,1,,,100,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000305,문화시설,공연장,미마지아트센터,서울특별시,종로구,1111017000,명륜1가,1111065000,혜화동,1.11E+11,서울특별시 종로구 혜화로 17 (명륜1가),3068,다사558543,126.9997845,37.58711,955837.1839,1954308.198,FC000200,2008,민간(대학로),282,3,02-6404-5005,http://www.mimagi.com/,282,10,10,68,1600,민간(대학로),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000306,문화시설,공연장,미아리고개예술극장(구 미아리예술극장),서울특별시,성북구,1129010300,돈암동,1129058000,돈암1동,1.13E+11,서울특별시 성북구 동소문로 177 (돈암동),2829,다사577554,127.0214592,37.5978991,957756.9015,1955495.229,FC002157,2009,공공(기타),90,1,02-6956-9045,www.miari-cooptheater.com,90,3,3,31,771,공공(기타),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000307,문화시설,공연장,민속극장풍류,서울특별시,강남구,1168010500,삼성동,1168059000,삼성2동,1.17E+11,서울특별시 강남구 봉은사로 406 (삼성동),6153,다사597457,127.0446248,37.5100931,959754.6601,1945743.461,FC001200,1997,공공(기타),164,1,02-3011-2178,http://www.chf.or.kr/c4/sub1.jsp,164,10,10,12,242,공공(기타),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000308,문화시설,공연장,민족굿터 신명천지,부산광역시,금정구,2641010900,부곡동,2641057000,부곡1동,2.64E+11,부산광역시 금정구 부곡로 77 (부곡동),46306,마라447931,129.0906663,35.2228566,1144762.57,1693101.606,FC000167,1990,민간(대학로 외),100,1,,,100,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000309,문화시설,공연장,밀양아리랑아트센터,경상남도,밀양시,4827010300,교동,4827055000,교동,4.83E+11,경상남도 밀양시 밀양대공원로 112 (교동),50420,마마141238,128.7585155,35.5044257,1114135.424,1723897.333,FC000853,2016,공공(문예회관),1001,2,055-359-4500,https://www.mycf.or.kr/main/,1001,11,11,14,3780,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000310,문화시설,공연장,바탕골소극장,서울특별시,종로구,1111016800,동숭동,1111064000,이화동,1.11E+11,서울특별시 종로구 대학로10길 5 (동숭동),3086,다사560537,127.0025798,37.5818609,956080.892,1953724.524,FC000497,1986,민간(대학로),192,1,02-764-8760,,192,2,1,156,9616,민간(대학로),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000311,문화시설,공연장,반석아트홀(동탄복합문화센터),경기도,화성시,4159012700,반송동,4159058500,동탄1동,4.16E+11,경기도 화성시 노작로 134 (반송동),18459,다사622114,127.0751221,37.2006876,962295.5284,1911405.181,FC001402,2011,공공(문예회관),1155,2,,,1155,25,25,31,5938,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000312,문화시설,공연장,반포심산아트홀,서울특별시,서초구,1165010700,반포동,1165057000,반포2동,1.17E+11,서울특별시 서초구 사평대로 55 (반포동),6550,다사549445,126.9905157,37.4988532,954965.8011,1944520.981,FC000738,2011,공공(기타),405,1,02-3477-2862,www.seochocf.or.kr,405,18,18,18,2134,공공(기타),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000313,문화시설,공연장,배방읍행정복합시설,충청남도,아산시,4420025324,배방읍 공수리,4420025300,배방읍,4.42E+11,충청남도 아산시 배방읍 배방로 38,31480,다바601640,127.0536369,36.7738896,960166.9611,1864067.556,FC000122,2013,공공(기타),172,1,,,172,0,0,0,0,공공(기타),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000314,문화시설,공연장,백암아트홀,서울특별시,강남구,1168010500,삼성동,1168058000,삼성1동,1.17E+11,서울특별시 강남구 테헤란로113길 7 (삼성동),6173,다사616457,127.0658792,37.5106711,961633.3958,1945798.708,FC001796,2004,민간(대학로 외),417,1,02-559-1333,http://www.baekamhall.com/,417,7,6,251,47957,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000315,문화시설,공연장,범블비 아트홀,경상남도,창원시,4812313500,용호동,4812351500,용지동,4.81E+11,경남 창원시 성산구 용지로169번길 15,51436,마라074934,128.6806966,35.2306421,1107439.893,1693444.517,FC000216,2016,민간(대학로 외),153,1,,,153,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000316,문화시설,공연장,베짱이홀,서울특별시,마포구,1144011500,상수동,1144065500,서강동,1.14E+11,서울특별시 마포구 독막로15길 3-12 (상수동),4049,다사489500,126.921536,37.5484677,948902.3655,1950060.681,FC001814,2013,민간(대학로 외),200,1,,,200,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000317,문화시설,공연장,벨로주 [홍대],서울특별시,마포구,1144012000,서교동,1144066000,서교동,1.14E+11,서울특별시 마포구 잔다리로 46 (서교동),4038,다사486505,126.9188267,37.5524358,948665.7637,1950502.398,FC000558,2008,민간(대학로 외),123,1,,,123,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000318,문화시설,공연장,별빛소극장,서울특별시,마포구,1144012000,서교동,1144066000,서교동,1.14E+11,서울특별시 마포구 와우산로 117 (서교동),4054,다사493506,126.9264485,37.5534286,949339.6647,1950608.409,FC000461,,민간(대학로 외),110,1,,,110,4,2,294,1543,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000319,문화시설,공연장,보노마루,경기도,안산시,4127110400,본오동,4127156000,본오3동,4.13E+11,경기도 안산시 상록구 본오로 182 (본오동),15535,다사439226,126.8673218,37.3012795,943929.3591,1922667.725,FC001066,,민간(대학로 외),203,1,,,203,9,9,21,1704,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000320,문화시설,공연장,보령문화예술회관,충청남도,보령시,4418010500,명천동,4418054500,대천4동,4.42E+11,충청남도 보령시 성주산로 101 (명천동),33483,다바205155,126.6145824,36.3338582,920536.1749,1815528.024,FC000031,2002,공공(문예회관),965,2,,,965,9,9,19,2393,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000321,문화시설,공연장,보림인형극장,경기도,파주시,4148011500,문발동,4148054000,교하동,4.15E+11,경기도 파주시 광인사길 88 (문발동) 보림출판사,10881,다사282683,126.6861473,37.7115723,928266.3458,1968310.78,FC002305,2010,민간(대학로 외),200,1,031-955-3456,http://www.borimtheater.com/home/index.php,200,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000322,문화시설,공연장,보성군문화예술회관,전라남도,보성군,4678025021,보성읍 보성리,4678025000,보성읍,4.68E+11,전라남도 보성군 보성읍 송재로 281-9,59453,다라623427,127.088485,34.778129,962347.3826,1642700.972,FC001757,2015,공공(문예회관),497,1,061-853-5201,http://www.boseong.go.kr/art,497,3,3,3,487,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000323,문화시설,공연장,보은문화예술회관,충청북도,보은군,4372025031,보은읍 이평리,4372025000,보은읍,4.37E+11,충청북도 보은군 보은읍 뱃들로 54,28936,라바200321,127.7241379,36.4869463,1020076.113,1832168.447,FC000068,1994,공공(문예회관),765,1,,,765,0,0,0,0,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000324,문화시설,공연장,보헤미안 소극장,광주광역시,동구,2911011300,광산동,2911065500,서남동,2.91E+11,광주광역시 동구 문화전당로 43 (광산동),61487,다라470836,126.9185597,35.1463173,947036.9213,1683608.978,FC000578,2014,민간(대학로 외),100,1,,,100,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000325,문화시설,공연장,복사골문화센터,경기도,부천시,4119010900,상동,4119074400,상동,4.12E+11,경기도 부천시 장말로 107 (상동),14596,다사340442,126.7542142,37.4947834,934074.8653,1944208.748,FC000798,1998,공공(문예회관),712,2,032-320-6300,http://www.bcf.or.kr/coro/conc/conctour/concerttourList3.act,712,13,13,29,2023,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000326,문화시설,공연장,봄날아트홀(구. 아리랑소극장),서울특별시,종로구,1111016800,동숭동,1111064000,이화동,1.11E+11,서울특별시 종로구 동숭길 39 (동숭동),3086,다사562535,127.0042533,37.57999,956227.5572,1953516.176,FC002194,1996,민간(대학로),252,2,070-8639-7883,,252,4,1,1015,189917,민간(대학로),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000327,문화시설,공연장,봄내극장,강원도,춘천시,4211010700,옥천동,4211058000,소양동,4.21E+11,강원도 춘천시 서부대성로 71 (옥천동),24264,라사203869,127.7313736,37.8823741,1020346.401,1986974.519,FC002720,2003,공공(기타),137,1,,,137,0,0,0,0,공공(기타),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000328,문화시설,공연장,봉산문화회관,대구광역시,중구,2711010800,봉산동,2711056500,성내1동,2.71E+11,대구광역시 중구 봉산문화길 77 (봉산동),41958,라마990635,128.5965647,35.8633973,1099002.842,1763537.443,FC000248,2004,공공(문예회관),514,2,053-661-3500,http://www.bongsanart.org/main/main.html,514,23,23,50,4273,공공(문예회관),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
KCWKPRF22N000000329,문화시설,공연장,부산 춤 공간 Shin(신),부산광역시,부산진구,2623010400,범천동,2623077000,범천1동,2.62E+11,부산광역시 부산진구 범일로 148 (범천동),47365,마라420842,129.0596841,35.1432139,1142081.305,1684223.434,FC000355,2014,민간(대학로 외),81,1,,,81,0,0,0,0,민간(대학로 외),20221231,KOPIS 공연예술통합전산망,KC_486_WNTY_KOPIS_PRFPLC_2022,20221231
