번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),문화체육업종명,문화사업자구분명,총층수,주변환경명,제작취급품목내용,시설면적,지상층수,지하층수,건물용도명,통로너비,조명시설조도,노래방실수,청소년실수,비상계단여부,비상구여부,자동환기여부,청소년실여부,특수조명여부,방음시설여부,비디오재생기명,조명시설유무,음향시설여부,편의시설여부,소방시설여부,총게임기수,기존게임업외업종명,제공게임물명,공연장형태구분명,품목명,최초등록시점,지역구분명,sum
649,영화상영관,03_13_02_P,3350000,CDFF4220002009000001,2009-02-16,,3,폐업,3,폐업,2011-06-16,,,,051-590-8100,,,"부산광역시 금정구 장전동 40번지 효원굿플러스 4층,5층","부산광역시 금정구 부산대학로63번길 2  (장전동,효원굿플러스 4층,5층)",,롯데시네마 부산대관 제1관,2011/06/16 11:01,I,2018/08/31 23:59,,389314.6621,194669.8988,영화상영관,영화상영관,11,기타,,,7,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20090216,녹지지역,1
650,영화상영관,03_13_02_P,3350000,CDFF4220001969000001,1969-09-25,,3,폐업,3,폐업,2007-12-31,,,,512-9488,,609-842,부산광역시 금정구 장전동 652-28번지,부산광역시 금정구 온천장로 137  (장전동),,동성극장,2007/12/31 13:28,I,2018/08/31 23:59,,389758.4666,193492.401,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19690925,,1
651,영화상영관,03_13_02_P,3350000,CDFF4220002009000002,2009-02-16,,3,폐업,3,폐업,2011-06-16,,,,,,,"부산광역시 금정구 장전동 40번지 효원굿플러스 4층, 5층","부산광역시 금정구 부산대학로63번길 2  (장전동,효원굿플러스 4층, 5층)",,롯데시네마 부산대관 제2관,2011/06/16 11:04,I,2018/08/31 23:59,,389314.6621,194669.8988,영화상영관,영화상영관,11,기타,,,7,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20090216,녹지지역,1
652,영화상영관,03_13_02_P,3350000,CDFF4220002009000003,2009-02-16,,3,폐업,3,폐업,2011-06-16,,,,,,,"부산광역시 금정구 장전동 40번지 효원굿플러스 4층, 5층","부산광역시 금정구 부산대학로63번길 2  (장전동,효원굿플러스 4층, 5층)",,롯데시네마 부산대관 제3관,2011/06/16 11:05,I,2018/08/31 23:59,,389314.6621,194669.8988,영화상영관,영화상영관,11,유흥업소밀집지역,,,7,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20090216,녹지지역,1
653,영화상영관,03_13_02_P,3350000,CDFF4220002009000004,2009-02-16,,3,폐업,3,폐업,2011-06-16,,,,051-590-8100,,,"부산광역시 금정구 장전동 40번지 효원굿플러스 4층, 5층","부산광역시 금정구 부산대학로63번길 2  (장전동,효원굿플러스 4층, 5층)",,롯데시네마 부산대관 제4관,2011/06/16 11:06,I,2018/08/31 23:59,,389314.6621,194669.8988,영화상영관,영화상영관,11,기타,,,7,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20090216,녹지지역,1
654,영화상영관,03_13_02_P,3350000,CDFF4220002009000005,2009-02-16,,3,폐업,3,폐업,2011-06-16,,,,051-590-8100,,,"부산광역시 금정구 장전동 40번지 효원굿플러스 4층, 5층","부산광역시 금정구 부산대학로63번길 2  (장전동,효원굿플러스 4층, 5층)",,롯데시네마 부산대관 제5관,2011/06/16 11:07,I,2018/08/31 23:59,,389314.6621,194669.8988,영화상영관,영화상영관,11,기타,,,7,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20090216,녹지지역,1
655,영화상영관,03_13_02_P,3350000,CDFF4220002009000008,2009-02-16,,3,폐업,3,폐업,2011-06-16,,,,051-590-8100,,,"부산광역시 금정구 장전동 40번지 효원굿플러스 4층, 5층","부산광역시 금정구 부산대학로63번길 2  (장전동,효원굿플러스 4층, 5층)",,롯데시네마 부산대관 제8관,2011/06/16 11:10,I,2018/08/31 23:59,,389314.6621,194669.8988,영화상영관,영화상영관,11,기타,,,7,4,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20090216,녹지지역,1
656,영화상영관,03_13_02_P,3380000,CDFF4220002003000001,2003-03-10,,3,폐업,3,폐업,2013-08-07,,,,,,613-827,부산광역시 수영구 민락동 316-2번지,부산광역시 수영구 감포로8번길 69 (민락동),,MBC 씨네마홀,2013/08/07 11:30,I,2018/08/31 23:59,,393560.4358,186680.4501,영화상영관,영화상영관,,,,,,,,1,,,,,,,,,,,,,,,,,,영화관,,20030310,,1
657,영화상영관,03_13_02_P,3270000,CDFF4220001945000001,1945-10-15,,3,폐업,3,폐업,2006-11-04,,,,631-3131,,601-060,부산광역시 동구 범일동 117-4,,,삼일극장,2011/07/12 11:52,I,2018/08/31 23:59,,,,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19451015,,1
658,영화상영관,03_13_02_P,3270000,CDFF4220001959000001,1959-10-23,,3,폐업,3,폐업,2011-05-24,,,,646-5538,,601-060,부산광역시 동구 범일동 110-10,,,삼성극장,2011/07/12 11:54,I,2018/08/31 23:59,,,,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19591023,,1
659,영화상영관,03_13_02_P,3270000,CDFF4220001997000001,1997-03-08,,3,폐업,3,폐업,2007-07-20,,,,646-5292,,601-060,부산광역시 동구 범일동 26-8,,,보림극장,2011/07/12 11:52,I,2018/08/31 23:59,,,,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19970308,,1
660,영화상영관,03_13_02_P,5330000,CDFF4220001975000001,1975-01-15,,3,폐업,3,폐업,2007-08-31,,,,,,650-050,경상남도 통영시 문화동 159번지,,,봉래극장,2007/09/03 10:06,I,2018/08/31 23:59,,,,영화상영관,영화상영관,,기타,,,,,근린생활시설,1.2,,,,,,,,,,,,,,,,,,영화관,,19750115,상업지역,1
661,영화상영관,03_13_02_P,5330000,CDFF4220001987000001,1987-09-30,,3,폐업,3,폐업,2007-09-12,,,,,,650-080,경상남도 통영시 항남동 190-1번지,경상남도 통영시 항남2길 15-14 (항남동),650-080,포트극장,2011/10/30 17:12,I,2018/08/31 23:59,,330059.1723,150203.916,영화상영관,영화상영관,,,,,,,,1.2,,,,,,,,,,,,,,,,,,영화관,,19870930,,1
662,영화상영관,03_13_02_P,3730000,CDFF4220002002000001,2002-06-03,,3,폐업,3,폐업,2005-01-29,,,,262-5588,,689-811,울산광역시 울주군 삼남면 가천리 산 4번지,울산광역시 울주군 삼남면 자수정로 112,689-810,자수정자동차극장,2011/10/30 15:15,I,2018/08/31 23:59,,390145.0771,228893.1221,영화상영관,영화상영관,,기타,,,1,,문화시설,,,,,,,,,,,,,,,,,,,자동차극장,,20020603,자연녹지지역,1
663,영화상영관,03_13_02_P,3700000,CDFF4220002003000002,2003-04-12,,3,폐업,3,폐업,2007-03-15,,,,,,680-080,울산광역시 남구 옥동 산 5번지 울산체육공원 야구장부지내,"울산광역시 남구 문수로 44  (옥동,울산체육공원 야구장부지내)",,문수자동차극장(2관),2007/03/15 10:44,I,2018/08/31 23:59,,404870.7754,228549.3003,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,자동차극장,,20030412,,1
664,영화상영관,03_13_02_P,3700000,CDFF4220002007000001,2007-04-24,,3,폐업,3,폐업,2013-04-03,,,,225-7644,,680-808,울산광역시 남구 무거동 1016-2번지 외8필지,,,문수월드컵자동차극장 1관,2013/04/03 16:27,I,2018/08/31 23:59,,404232.1059,228479.3832,영화상영관,영화상영관,,기타,,,,,체육시설,,,,,,,,,,,,,,,,,,,자동차극장,,20070424,,1
665,영화상영관,03_13_02_P,3700000,CDFF4220002007000002,2007-04-24,,3,폐업,3,폐업,2013-04-03,,,,225-7644,,680-808,울산광역시 남구 무거동 1016-2번지 외8필지,,,문수월드컵자동차극장 2관,2013/04/03 16:27,I,2018/08/31 23:59,,404232.1059,228479.3832,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,자동차극장,,20070424,,1
666,영화상영관,03_13_02_P,3700000,CDFF4220002007000003,2007-09-21,,3,폐업,3,폐업,2013-04-03,,,,225-7644,,680-808,울산광역시 남구 무거동 1027-1번지 외 2필지,,,문수월드컵자동차극장 3관,2013/04/03 16:28,I,2018/08/31 23:59,,404153.1247,228424.0297,영화상영관,영화상영관,,기타,,,,,,,,,,,,,,,,,,,,,,,,자동차극장,,20070921,,1
667,영화상영관,03_13_02_P,3710000,CDFF4220002003000001,2003-03-04,,3,폐업,3,폐업,2014-05-23,,,,230-3032,,682-813,울산광역시 동구 전하동 290-16번지,울산광역시 동구 바드래1길 30 (전하동),682-813,한마음예술관,2014/05/26 15:51,I,2018/08/31 23:59,,420124.2952,227041.3541,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20030304,,1
668,영화상영관,03_13_02_P,3700000,CDFF4220002003000001,2003-04-12,,3,폐업,3,폐업,2007-03-15,,,,,,680-080,울산광역시 남구 옥동 산 5번지 울산체육공원 야구장부지내,"울산광역시 남구 문수로 44  (옥동,울산체육공원 야구장부지내)",,문수자동차극장(1관),2007/03/15 10:44,I,2018/08/31 23:59,,404870.7754,228549.3003,영화상영관,영화상영관,1,,,,,,,,,,,,,,,,,,,,,,,,,자동차극장,,20030412,,1
669,영화상영관,03_13_02_P,3250000,CDFF4220002005000001,2005-04-15,,3,폐업,3,폐업,2008-05-01,,,,,,600-805,부산광역시 중구 부평동1가 45-9번지,부산광역시 중구 중구로 13  (부평동1가),,국도극장 예술관,2008/05/06 14:03,I,2018/08/31 23:59,,384798.7059,179647.5491,영화상영관,영화상영관,,,,,4,,,,,,,,,,,,,,,,,,,,,영화관,,20050415,,1
670,영화상영관,03_13_02_P,3500000,CDFF4220001990000001,1990-02-05,,3,폐업,3,폐업,2011-05-12,,,,764-7761,,401-040,인천광역시 동구 송현동 92번지,,,미림,2012/08/21 14:26,I,2018/08/31 23:59,,,,영화상영관,영화상영관,3,,,,2,1,,,,,,,,,,,,,,,,,,,,영화관,,19900205,,1
671,영화상영관,03_13_02_P,5130000,CDFF4220002006000008,2006-09-11,,3,폐업,3,폐업,2022-06-27,,,,070-4265-0014,,,경상북도 경산시 대평동 439-7,"경상북도 경산시 강변동로 278, 8층 (대평동)",38504,롯데시네마 경산 8관,2022/07/04 14:33,U,2022/07/06 2:40,,356547.4957,260770.1599,영화상영관,영화상영관,14,기타,,,11,3,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20060911,일반상업지역,1
672,영화상영관,03_13_02_P,5130000,CDFF4220002006000001,2006-09-11,,3,폐업,3,폐업,2022-06-27,,,,070-4265-0014,,,경상북도 경산시 대평동 439-7,"경상북도 경산시 강변동로 278, 8층 (대평동)",38504,롯데시네마 경산 1관,2022/07/04 17:36,U,2022/07/06 2:40,,356547.4957,260770.1599,영화상영관,영화상영관,14,기타,,,11,3,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20060911,일반상업지역,1
673,영화상영관,03_13_02_P,4950000,CDFF4220002002000001,2002-05-17,,3,폐업,3,폐업,2006-01-26,,,,452-0160,,534-803,전라남도 무안군 무안읍 성남리 217-1번지,전라남도 무안군 무안읍 무안로 477,,무안시네마,2006/01/26 10:58,I,2018/08/31 23:59,,152155.9936,165429.0296,영화상영관,영화상영관,2,기타,,,2,,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20020517,일반주거지역,1
674,영화상영관,03_13_02_P,4800000,CDFF4220001977000001,1977-05-12,,3,폐업,3,폐업,2008-06-19,,,,061-244-0903,,530-300,전라남도 목포시 호남동 7번지,,,호남시네마극장,2012/12/03 11:38,I,2018/08/31 23:59,,,,영화상영관,영화상영관,2,기타,,,2,,문화시설,1,,,,,,,,,,,,,,,,,,영화관,,19770512,일반상업지역,1
675,영화상영관,03_13_02_P,4820000,CDFF4220002002000001,2002-04-09,,3,폐업,3,폐업,2006-02-16,,,,,,540-210,전라남도 순천시 중앙동 61-11번지 (2층),,,K2시네마극장(1관),2010/04/15 10:13,I,2018/08/31 23:59,,244169.4557,161986.1042,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20020409,,1
676,영화상영관,03_13_02_P,4820000,CDFF4220002002000002,2002-04-09,,3,폐업,3,폐업,2006-02-16,,,,,,540-210,전라남도 순천시 중앙동 61-1번지 (3층),,,K2시네마극장(2관),2010/04/15 10:14,I,2018/08/31 23:59,,244182.0093,162088.0864,영화상영관,영화상영관,,기타,,,,,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20020409,상업지역,1
677,영화상영관,03_13_02_P,4820000,CDFF4220002002000003,2002-06-26,,3,폐업,3,폐업,2004-11-03,,,,,,540-812,전라남도 순천시 서면 압곡리 696-10번지,,,칸느시네마자동차전용극장,2004/11/03 16:56,I,2018/08/31 23:59,,246894.9911,165824.7363,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,자동차극장,,20020626,,1
678,영화상영관,03_13_02_P,4820000,CDFF4220002003000001,2003-07-09,,3,폐업,3,폐업,2006-02-16,,,,061-751-5007,,540-210,전라남도 순천시 중앙동 61-11번지 (4층),,,K2시네마극장(3관),2010/04/15 10:14,I,2018/08/31 23:59,,244169.4557,161986.1042,영화상영관,영화상영관,6,기타,,,6,1,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20030709,상업지역,1
679,영화상영관,03_13_02_P,4800000,CDFF4220002002000003,2002-05-23,,3,폐업,3,폐업,2008-06-19,,,,061-243-3803,,530-310,전라남도 목포시 남교동 70-1번지,전라남도 목포시 수문로 57-4  (남교동),,중앙시네마극장1관,2012/12/03 11:28,I,2018/08/31 23:59,,143187.76,144063.8047,영화상영관,영화상영관,6,기타,,,5,1,문화시설,1,,,,,,,,,,,,,,,,,,영화관,,20020523,일반상업지역,1
680,영화상영관,03_13_02_P,4800000,CDFF4220002002000004,2002-05-23,,3,폐업,3,폐업,2008-06-19,,,,061-243-3803,,530-310,전라남도 목포시 남교동 70-1번지,전라남도 목포시 수문로 57-4  (남교동),,중앙시네마극장2관,2012/12/03 13:18,I,2018/08/31 23:59,,143187.76,144063.8047,영화상영관,영화상영관,6,기타,,,5,1,문화시설,1,,,,,,,,,,,,,,,,,,영화관,,20020523,일반상업지역,1
681,영화상영관,03_13_02_P,4800000,CDFF4220002002000005,2002-09-19,,3,폐업,3,폐업,2008-06-19,,,,061-243-3803,,530-310,전라남도 목포시 남교동 70-1번지,전라남도 목포시 수문로 57-4  (남교동),,중앙시네마극장3관,2012/12/03 11:29,I,2018/08/31 23:59,,143187.76,144063.8047,영화상영관,영화상영관,6,기타,,,5,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20020919,일반상업지역,1
682,영화상영관,03_13_02_P,4800000,CDFF4220002002000006,2002-12-11,,3,폐업,3,폐업,2011-02-14,,,,061-283-9999,,530-826,전라남도 목포시 상동 980-1번지,전라남도 목포시 비파로43번길 37  (상동),,메가라인목포1관,2011/02/17 16:15,I,2018/08/31 23:59,,147135.922,144808.1012,영화상영관,영화상영관,5,기타,,,4,1,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20021211,일반상업지역,1
683,영화상영관,03_13_02_P,4800000,CDFF4220002002000007,2002-12-11,,3,폐업,3,폐업,2011-02-14,,,,,,530-826,전라남도 목포시 상동 980-1번지,전라남도 목포시 비파로43번길 37  (상동),,메가라인목포2관,2012/12/03 11:30,I,2018/08/31 23:59,,147135.922,144808.1012,영화상영관,영화상영관,5,기타,,,4,1,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20021211,일반상업지역,1
684,영화상영관,03_13_02_P,4800000,CDFF4220002002000008,2002-12-11,,3,폐업,3,폐업,2011-02-14,,,,061-283-9999,,530-826,전라남도 목포시 상동 980-1번지,전라남도 목포시 비파로43번길 37  (상동),,메가라인목포3관,2012/12/03 11:32,I,2018/08/31 23:59,,147135.922,144808.1012,영화상영관,영화상영관,5,기타,,,4,1,근린생활시설,,,,,,,,,,,,,,,,,,,영화관,,20021211,일반상업지역,1
685,영화상영관,03_13_02_P,4800000,CDFF4220002002000009,2002-12-11,,3,폐업,3,폐업,2011-02-14,,,,061-283-9999,,530-826,전라남도 목포시 상동 980-1번지,전라남도 목포시 비파로43번길 37  (상동),,메가라인목포4관,2012/12/03 11:31,I,2018/08/31 23:59,,147135.922,144808.1012,영화상영관,영화상영관,5,기타,,,4,1,문화시설,,,,,,,,,,,,,,,,,,,영화관,,20021211,일반상업지역,1
686,영화상영관,03_13_02_P,4820000,CDFF4220001992000002,1992-04-04,,3,폐업,3,폐업,2001-05-31,,,,,,540-220,전라남도 순천시 남내동 40번지 (3층),,,명보극장,2010/04/15 10:15,I,2018/08/31 23:59,,244244.5977,161850.674,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19920404,,1
687,영화상영관,03_13_02_P,4820000,CDFF4220001997000001,1997-03-09,,3,폐업,3,폐업,2003-12-15,,,,,,540-959,전라남도 순천시 장천동 54-1번지 1층,,,맘모스극장,2003/12/15 16:35,I,2018/08/31 23:59,,244349.1614,161432.4873,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19970309,,1
688,영화상영관,03_13_02_P,4820000,CDFF4220002000000001,2000-01-10,,3,폐업,3,폐업,2004-11-03,,,,,,540-220,전라남도 순천시 남내동 55-1번지 (9층),,,황금극장(2관),2004/11/03 17:04,I,2018/08/31 23:59,,244168.0113,161870.607,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20000110,,1
689,영화상영관,03_13_02_P,4820000,CDFF4220002000000002,2000-01-18,,3,폐업,3,폐업,2007-06-30,,,,,,540-959,"전라남도 순천시 장천동 44-1번지 (4,5층)",,,시네마극장(2관),2010/04/15 10:11,I,2018/08/31 23:59,,244704.1767,161432.4792,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20000118,,1
690,영화상영관,03_13_02_P,4820000,CDFF4220001992000001,1992-05-04,,3,폐업,3,폐업,2007-06-30,,,,,,540-959,전라남도 순천시 장천동 44-1번지 (3층),,,시네마극장(1관),2010/04/15 10:11,I,2018/08/31 23:59,,244704.1767,161432.4792,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19920504,,1
691,영화상영관,03_13_02_P,4880000,CDFF4220002003000001,2003-11-19,,3,폐업,3,폐업,2011-03-04,,,,,,,전라남도 고흥군 고흥읍 호형리 971번지,,,고흥종합문화회관,2011/03/04 15:38,I,2018/08/31 23:59,,227212.9712,123930.3141,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20031119,,1
692,영화상영관,03_13_02_P,3740000,CDFF4220002002000006,2002-11-12,,3,폐업,3,폐업,2005-08-17,,,,,,442-818,경기도 수원시 팔달구 우만동 360,경기도 수원시 팔달구 월드컵로 336  (우만동),,월드컵광개토2관,2006/02/13 10:04,I,2020/08/05 0:23,,202838.4592,420734.4499,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,자동차극장,,20021112,,1
693,영화상영관,03_13_02_P,3740000,CDFF4220002000000002,2000-11-10,,3,폐업,3,폐업,2012-12-31,,,,,,,"경기도 수원시 영통구 영통동 1011-1 3,4층","경기도 수원시 영통구 청명남로 40  (영통동,3,4층)",,키넥스2관,2013/09/26 10:33,I,2020/08/05 0:23,,206697.8639,416780.5884,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20001110,,1
694,영화상영관,03_13_02_P,3740000,CDFF4220002000000003,2000-11-10,,3,폐업,3,폐업,2012-12-31,,,,,,,"경기도 수원시 영통구 영통동 011-1 5,6층",,,키넥스3관,2013/09/26 10:33,I,2020/08/05 0:23,,,,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20001110,,1
695,영화상영관,03_13_02_P,3740000,CDFF4220002000000004,2000-11-10,,3,폐업,3,폐업,2012-12-31,,,,,,,"경기도 수원시 영통구 영통동 1011-1 5,6층","경기도 수원시 영통구 청명남로 40  (영통동,5,6층)",,키넥스4관,2013/09/26 10:36,I,2020/08/05 0:23,,206697.8639,416780.5884,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,20001110,,1
696,영화상영관,03_13_02_P,5020000,CDFF4220002004000009,2004-05-29,,3,폐업,3,폐업,2006-01-26,,,,244-6005,,791-030,경상북도 포항시 북구 대흥동 596-10번지,경상북도 포항시 북구 중앙상가길 11  (대흥동),,명보극장,2006/02/21 16:24,I,2018/08/31 23:59,,412840.3423,284386.7791,영화상영관,영화상영관,2,유흥업소밀집지역,,,2,,문화시설,2,,,,,,,,,,,,,,,,,,영화관,,20040529,일반상업지역,1
697,영화상영관,03_13_02_P,5020000,CDFF4220001979000001,1979-03-23,,3,폐업,3,폐업,2003-10-28,,,,,,791-070,경상북도 포항시 북구 여천동 121번지,,,아카데미극장,2003/10/28 17:15,I,2018/08/31 23:59,,413341.4508,284664.8629,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19790323,,1
698,영화상영관,03_13_02_P,5020000,CDFF4220001984000001,1984-09-24,,3,폐업,3,폐업,2003-12-15,,,,,,791-090,경상북도 포항시 북구 상원동 466-5번지,경상북도 포항시 북구 불종로 51  (상원동),,시민극장,2003/12/15 15:01,I,2018/08/31 23:59,,413097.5169,284614.0423,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19840924,,1
699,영화상영관,03_13_02_P,5020000,CDFF4220001989000001,1989-02-10,,3,폐업,3,폐업,2004-05-25,,,,,,791-030,경상북도 포항시 북구 대흥동 596-10번지,경상북도 포항시 북구 중앙상가길 11  (대흥동),,명보극장,2004/05/25 15:46,I,2018/08/31 23:59,,412840.3423,284386.7791,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19890210,,1
700,영화상영관,03_13_02_P,5020000,CDFF4220001990000001,1990-02-03,,3,폐업,3,폐업,2004-05-03,,,,,,791-030,경상북도 포항시 북구 대흥동 719-121번지,경상북도 포항시 북구 용당로 118-13  (대흥동),,가고파극장,2004/05/03 9:40,I,2018/08/31 23:59,,412918.7984,284522.1429,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19900203,,1
701,영화상영관,03_13_02_P,5020000,CDFF4220001998000001,1998-10-02,,3,폐업,3,폐업,2003-07-22,,,,,,791-090,경상북도 포항시 북구 상원동 448-17번지,경상북도 포항시 북구 중앙로 292-1  (상원동),,씨네하우스,2003/07/22 16:48,I,2018/08/31 23:59,,413189.0303,284631.8402,영화상영관,영화상영관,,,,,,,,,,,,,,,,,,,,,,,,,,영화관,,19981002,,1
